SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Probability,Actual_Churn,Risk_Segment
0,0,0,2,1,1,50.3,92.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.575,0,Medium Risk
0,0,0,25,0,0,54.2,1423.15,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0.04,0,Low Risk
0,1,1,6,1,0,19.7,113.5,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.065,0,Low Risk
0,1,1,60,1,1,110.6,6586.85,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0.125,0,Low Risk
0,0,0,30,1,1,100.2,2983.8,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.705,1,High Risk
0,0,0,67,0,1,49.35,3321.35,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,0.025,0,Low Risk
0,0,0,53,1,0,24.05,1301.9,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.12,0,Low Risk
0,1,1,10,1,0,55.2,528.35,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.14,1,Low Risk
0,0,0,1,1,1,52.2,52.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.745,1,High Risk
0,1,0,55,0,1,54.55,2978.3,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0.055,1,Low Risk
0,0,0,70,1,0,84.7,5991.05,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,0.03,0,Low Risk
0,1,0,34,1,0,50.2,1815.3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06,0,Low Risk
0,0,0,68,1,0,110.25,7279.35,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,0.165,0,Low Risk
0,1,0,59,1,1,109.15,6557.75,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.09,0,Low Risk
0,0,0,9,1,1,74.85,708.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.625,0,Medium Risk
0,0,0,6,1,1,80.5,463.05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.69,1,Medium Risk
0,1,0,50,1,1,103.95,5231.3,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.37,0,Low Risk
1,1,1,72,1,0,92.45,6440.25,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.015,1,Low Risk
1,1,0,41,0,1,53.95,2215.4,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.535,0,Medium Risk
0,0,0,4,1,1,50.8,202.3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.225,0,Low Risk
0,1,1,47,0,0,40.3,1794.8,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.145,0,Low Risk
0,1,1,62,1,1,94.95,5791.85,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.075,0,Low Risk
0,1,1,18,1,0,20.45,357.0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.025,0,Low Risk
0,1,0,3,1,1,75.85,256.6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8,1,High Risk
0,0,0,65,1,1,25.1,1725.0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.005,0,Low Risk
0,1,0,59,1,0,85.55,5084.65,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.215,1,Low Risk
0,0,0,60,1,1,70.15,4224.7,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.045,0,Low Risk
0,0,0,10,1,1,20.55,187.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.01,0,Low Risk
0,1,1,7,0,0,38.55,280.0,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,0.055,0,Low Risk
0,0,0,28,1,0,91.0,2626.15,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0.195,0,Low Risk
1,1,0,29,1,1,79.3,2414.55,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.455,0,Medium Risk
0,1,1,0,1,1,19.7,0.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.145,0,Low Risk
0,0,0,37,1,0,64.65,2347.85,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.055,0,Low Risk
0,1,1,45,1,1,24.65,1138.8,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.015,0,Low Risk
0,1,0,61,1,1,79.8,4914.8,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.15,0,Low Risk
0,1,0,64,1,0,19.45,1208.6,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0,0,Low Risk
0,1,1,63,1,1,91.35,5764.7,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,0.115,0,Low Risk
1,1,0,37,1,1,76.5,2868.15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.46,1,Medium Risk
1,1,0,72,1,0,24.3,1778.7,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0,Low Risk
0,1,1,66,1,0,89.9,5958.85,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.01,0,Low Risk
0,0,0,1,1,0,95.65,95.65,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.8486732339368122,1,High Risk
0,1,0,9,1,1,79.75,769.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.715,0,High Risk
0,0,0,1,0,0,25.35,25.35,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.595,0,Medium Risk
1,0,0,4,1,1,99.8,442.85,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,0.715,1,High Risk
1,1,0,38,1,1,74.95,2869.85,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36,1,Low Risk
0,1,1,44,1,1,61.9,2924.05,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.065,0,Low Risk
0,1,0,22,1,1,54.7,1178.75,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.155,0,Low Risk
0,0,0,53,1,1,106.95,5785.5,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.395,1,Low Risk
1,1,0,23,1,1,90.45,2117.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.57,0,Medium Risk
0,0,0,20,1,1,18.9,347.65,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.065,0,Low Risk
0,0,0,51,1,0,24.75,1234.6,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.015,0,Low Risk
0,1,1,62,1,0,20.65,1218.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0,0,Low Risk
0,0,0,7,1,1,18.95,130.55,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.015,0,Low Risk
0,0,0,17,1,1,83.55,1329.15,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.535,0,Medium Risk
0,0,1,41,1,0,70.2,2894.55,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,0.075,0,Low Risk
0,0,0,7,1,1,94.05,633.45,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,0.465,0,Medium Risk
0,0,1,1,1,1,50.05,50.05,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,0,Low Risk
0,1,0,64,1,0,58.35,3756.45,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.04,0,Low Risk
0,0,0,3,1,1,75.5,220.6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.775,1,High Risk
1,1,0,50,1,1,71.05,3444.85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.365,1,Low Risk
0,1,0,18,1,0,56.8,1074.65,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.115,0,Low Risk
0,1,1,13,1,0,55.95,734.35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.29,1,Low Risk
0,1,1,69,1,0,80.65,5542.55,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0.01,0,Low Risk
0,0,0,1,1,1,79.15,79.15,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.85,0,High Risk
0,0,0,4,1,0,90.65,367.95,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.53,0,Medium Risk
0,0,0,1,1,1,53.5,53.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.66,1,Medium Risk
0,1,1,25,1,0,53.65,1355.45,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0.115,0,Low Risk
0,1,1,18,1,0,55.95,1082.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.185,0,Low Risk
0,1,1,48,1,0,23.55,1173.35,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.005,0,Low Risk
0,0,0,26,1,1,20.65,595.5,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.0,0,Low Risk
0,0,0,1,1,1,69.1,69.1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.95,1,High Risk
0,0,1,4,0,1,57.2,223.75,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,0.365,0,Low Risk
0,0,0,1,1,0,20.3,20.3,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.021627897948293867,0,Low Risk
0,1,1,11,1,1,74.35,834.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.725,1,High Risk
0,1,1,4,1,0,61.45,229.55,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.2,1,Low Risk
1,0,0,8,1,0,19.65,164.3,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.175,1,Low Risk
0,1,0,6,1,1,90.75,512.25,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.845,0,High Risk
0,0,0,72,1,0,92.0,6632.75,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0,0,Low Risk
0,0,0,27,1,0,52.85,1498.65,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.005,0,Low Risk
1,0,1,1,1,1,71.0,71.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.825,1,High Risk
0,0,0,17,1,0,20.15,353.65,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.035,0,Low Risk
0,0,0,66,1,0,68.75,4447.55,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0.005,0,Low Risk
0,0,0,53,1,0,19.5,1050.5,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.1,0,Low Risk
0,1,0,44,1,1,84.8,3626.35,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.17,0,Low Risk
0,1,1,52,1,1,20.85,1071.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.025,0,Low Risk
1,1,0,70,1,0,90.05,6333.4,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.03,0,Low Risk
0,0,0,1,1,1,25.75,25.75,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.15191620189105495,0,Low Risk
0,1,0,61,1,1,94.1,5638.3,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,0.07,1,Low Risk
0,1,1,19,1,1,100.95,1875.55,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0.445,1,Medium Risk
0,1,1,11,1,0,20.6,233.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.075,0,Low Risk
0,0,0,26,1,1,85.75,2146.5,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.595,0,Medium Risk
0,0,0,60,1,0,19.85,1128.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.015,0,Low Risk
0,0,0,1,1,1,84.85,84.85,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.79,1,High Risk
0,0,0,26,1,1,92.4,2349.8,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.47,0,Medium Risk
1,0,0,24,1,1,80.5,2088.45,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.86,0,High Risk
0,1,1,22,1,1,100.05,2090.25,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,0.43,0,Medium Risk
0,1,0,51,1,1,98.85,4947.55,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.285,0,Low Risk
1,1,0,61,1,1,85.55,5251.75,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.045,0,Low Risk
0,1,0,44,0,0,54.3,2390.45,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.19,0,Low Risk
0,1,1,0,1,0,80.85,0.0,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,0.15,0,Low Risk
0,0,0,5,1,1,75.65,399.45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.52,0,Medium Risk
0,1,0,1,1,0,78.8,78.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.895,1,High Risk
0,0,0,26,1,0,61.55,1581.95,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.13,0,Low Risk
0,0,0,15,1,1,84.35,1302.65,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.32,0,Low Risk
0,1,0,4,1,1,80.35,307.4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.845,1,High Risk
0,1,0,12,1,1,84.6,959.9,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5,0,Medium Risk
0,0,1,1,1,1,49.9,49.9,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.26,1,Low Risk
0,1,1,22,1,1,57.95,1271.8,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.11,0,Low Risk
0,1,0,49,0,0,49.65,2409.9,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,0.165,0,Low Risk
0,0,0,13,1,0,19.75,265.75,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.005,0,Low Risk
0,1,0,66,1,1,90.55,6130.95,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.03,0,Low Risk
0,1,0,62,0,1,39.0,2337.45,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.025,0,Low Risk
0,1,1,66,1,1,63.3,4189.7,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.04,0,Low Risk
0,0,0,3,0,0,35.2,108.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.23,1,Low Risk
0,0,0,63,1,0,68.8,4111.35,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.01,0,Low Risk
0,1,1,15,1,0,19.35,278.85,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.01,0,Low Risk
0,1,0,43,1,1,94.1,4107.3,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.285,0,Low Risk
1,0,0,65,1,1,109.05,7108.2,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0.255,0,Low Risk
0,0,0,2,1,1,85.7,169.8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.955,1,High Risk
0,0,0,14,1,0,50.1,709.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.195,0,Low Risk
0,1,1,68,1,1,109.05,7508.55,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.175,0,Low Risk
0,0,0,20,1,1,19.6,356.15,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.075,0,Low Risk
0,1,1,57,1,0,65.2,3687.85,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.035,0,Low Risk
0,0,0,72,1,1,19.8,1468.75,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.01,0,Low Risk
0,0,0,6,1,1,84.4,556.35,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.64,1,Medium Risk
0,0,0,53,1,1,73.9,3958.25,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.01,0,Low Risk
0,1,1,57,1,1,70.1,3913.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0.015,1,Low Risk
0,0,0,1,1,1,20.1,20.1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.81,1,High Risk
0,0,0,15,1,1,49.0,749.25,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.705,0,High Risk
1,0,0,40,1,1,79.2,3233.85,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.51,1,Medium Risk
0,0,0,71,0,0,53.95,3888.65,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.015,0,Low Risk
1,1,0,13,0,0,45.3,528.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.585,0,Medium Risk
0,1,0,72,1,1,91.15,6637.9,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0,0,Low Risk
0,1,1,52,1,1,95.7,4976.15,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0.095,0,Low Risk
0,1,0,63,1,1,81.15,5224.5,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.03,0,Low Risk
0,0,0,29,1,0,19.1,529.5,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0,Low Risk
0,0,0,29,1,0,100.55,2878.75,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.285,0,Low Risk
0,0,0,3,1,1,20.75,67.1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.155,0,Low Risk
0,1,1,19,1,0,20.6,414.95,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.02,0,Low Risk
0,1,1,61,1,1,99.9,6241.35,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.47,0,Medium Risk
0,0,0,10,1,0,54.25,583.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.265,0,Low Risk
0,1,0,67,1,1,109.7,7344.45,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.075,0,Low Risk
0,0,0,42,1,1,19.55,839.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0,Low Risk
0,0,0,1,1,1,75.7,75.7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9486732339368121,1,High Risk
0,0,0,5,1,1,84.0,424.75,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.85,0,High Risk
0,0,0,20,1,0,19.5,403.15,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0,Low Risk
1,0,0,1,1,1,69.5,69.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.79,1,High Risk
0,0,0,6,1,1,78.95,494.95,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.59,0,Medium Risk
0,0,0,34,1,1,106.35,3549.25,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.66,1,Medium Risk
0,0,0,21,1,0,19.6,390.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.005,0,Low Risk
0,0,0,46,1,0,108.65,4903.2,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.295,0,Low Risk
0,1,1,34,1,1,97.7,3410.0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.345,0,Low Risk
0,0,1,29,0,1,45.0,1242.45,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.115,0,Low Risk
0,1,1,27,1,1,80.65,2209.75,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.11,0,Low Risk
0,1,1,72,1,0,89.8,6510.45,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.0,0,Low Risk
0,0,0,42,1,0,54.55,2455.05,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.105,0,Low Risk
1,0,0,27,1,1,78.05,2135.5,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.45,1,Medium Risk
0,1,0,66,1,1,66.1,4428.45,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,0.02,0,Low Risk
0,0,0,2,1,1,75.55,166.3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.84,1,High Risk
0,0,0,32,1,1,96.2,3183.4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.41,1,Medium Risk
1,0,0,14,1,1,74.95,1036.75,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.505,1,Medium Risk
0,0,0,19,1,0,89.95,1682.4,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0.235,0,Low Risk
0,0,1,48,1,1,64.4,3035.35,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.06,0,Low Risk
0,0,0,4,1,1,73.9,280.85,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.525,1,Medium Risk
1,1,0,57,1,1,89.85,4925.35,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.28,0,Low Risk
0,1,1,58,1,1,75.2,4300.8,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,0.085,0,Low Risk
1,1,0,56,1,1,68.45,4014.0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0.03,0,Low Risk
0,1,1,69,1,0,19.75,1375.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.005,0,Low Risk
0,1,1,10,0,0,53.7,521.0,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0.045,0,Low Risk
0,1,1,3,1,1,80.0,241.3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.71,0,High Risk
0,0,0,35,1,0,26.2,954.9,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.085,0,Low Risk
0,1,1,11,1,1,19.25,180.3,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.05,1,Low Risk
0,1,0,56,1,1,100.55,5514.95,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.275,0,Low Risk
0,1,1,51,1,1,24.95,1222.25,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.02,0,Low Risk
1,0,0,36,1,1,90.85,3186.7,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.465,1,Medium Risk
0,0,1,5,1,0,20.45,106.9,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0,Low Risk
0,1,1,1,1,0,20.4,20.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.175,0,Low Risk
1,1,0,7,1,1,74.4,527.9,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.805,1,High Risk
